Ticker,Summary,Sentiment,Sentiment Score,URL
ETH,"Ethereum, Oasis network, Helium among new coins to enter market. Ethereum (ETH) coin has surged 23.61% in the last 24 hours. Market indecision indicates buyers are taking a break Ethereum’s long-term holder base expanded significantly in December. Helium price has surged 236% in first three weeks of December. Helium coin demonstrated remarkable performance in the first three weeks of December. Support levels for HNT price are at $5.5 and $6.",POSITIVE,0.9748924970626831,https://cryptonews.net/news/analytics/28311205/
ETH,"Ethereum to outperform Bitcoin over coming weeks and months, says Pal. I’ve been long all year, and Bitcoin has been the best trade in the world. Ethereum will play catch-up to Bitcoin, says Pal I’m not expecting a 50% collapse, I’m expecting a 20% to 30% correction: Peter Thiel",POSITIVE,0.9983994364738464,https://cryptonews.net/news/analytics/28310918/
ETH,"Over $170 million worth of crypto assets liquidated in a single day. Retail investors typically cash out for the holidays Order books tend to thin out during the holiday season. $170 million in liquidations is not indicative of a market downturn. Historically, as the New Year begins, normal trading volumes resume. The The recent liquidations, although impactful, are unlikely to derail the general market direction.",NEGATIVE,0.9953527450561523,https://cryptonews.net/news/analytics/28310600/
ETH,"RUNE has seen a staggering 230% surge in the last two months. Technical factors will determine whether RUNE gains momentum RUNE has been trading within a narrow range over the past few weeks RUNE is trading at $5.17, 45th spot in the cryptocurrency market RUNE’s market cap has surged to more than $1 billion. The coin’s value has soared since the start of the ongo. RUNE has rallied to as high as 19,000 on the Luxembourg stock exchange.",POSITIVE,0.9953470826148987,https://cryptonews.net/news/analytics/28310558/
ETH,"The Bitcoin price records a plunge of 1% in the last 24 hours to trade at $42.6K. Bitcoin price recorded a drop of 5% in the last 24 hours to trade at $20,000. The Ethereum price recorded a drop of 7% in the last 24 hours. The ORDI price is still on bull activity as it records a surge of 12% The Sei price is on bull activity as it records a pump of 16.7% in the last 24 hours.",NEGATIVE,0.9964132905006409,https://cryptonews.net/news/analytics/28310597/
ETH,Sun has withdrawn $13.8 million from Ethereum. Transaction was highlighted by PeckShieldAlert in a tweet Ethereum has seen its value drop by more than 20% in the last 24 hours. Ethereum trading volume has surged by over 14.89% in the last 24 hours. Justin Sun has withdrawn all of his Ethereum holdings Sun has been in the news recently for his involvement in several high-profile transactions.,NEGATIVE,0.9817009568214417,https://cryptonews.net/news/market/28310535/
ETH,"Ethereu’s value has increased significantly in recent months. Ethereum’s ‘m’ smart contract has been in use for over a year. Beosin’s Web3 Security Report, published on 30 June. Report highlights the need for heightened Ethereum security measures Beosin’s quarterly security report finds that Ethereum faces highest losses and incidents. Solidity compiler is a ‘critical’ issue, says Chaals Nevile.",NEGATIVE,0.925409734249115,https://cryptonews.net/news/ethereum/28310575/
ETH,"Global crypto market cap falls 1% in 24 hours. Bitcoin price slips 2% within hours from $43,400 to $42,500. $40 million of longs liquidated within an hour. Over $90 million of longs and $79 million of shorts liquidated Ethereum, Bitcoin most liquidated coins in the last 24 hours. Mt. Gox creditors start receiving Bitcoin payments Bitcoin price falls over 2%, Ethereum drops over 2%. The Bitcoin price has fallen slightly in the past 24 hours.",NEGATIVE,0.999168872833252,https://cryptonews.net/news/analytics/28309935/
ETH,"Pseudonymous trader Bluntz tells his followers that BTC and ETH are in the midst of ABC correction. analyst suggests that BTC and ETH may be positioning for the last leg down. Morgan Stanley analyst says Bitcoin, Ethereum can drop to $2,000: “B wave is over.",NEGATIVE,0.9993298053741455,https://cryptonews.net/news/analytics/28309731/
ETH,"Co-founder of Elusiv, Julian Deschler, explains why Solana is outperforming. Co-founder and CEO of SOL comments on the token’s performance in 2023. SOL’s market cap has more than doubled in the past six months Solana’s growth is not a short-term trend, says Deschler. SOL is a formidable competitor to Ethereum, and growing hype Elusiv has experienced significant benefits from the SOL price increase. Ethereum outperformed Solana through the year’s first half.",POSITIVE,0.7103369235992432,https://cryptonews.net/news/analytics/28309441/
